date,000749.OF,001495.OF,002001.OF,002021.OF,002162.OF,040001.OF,040004.OF,050001.OF,050007.OF,050201.OF,090001.OF,100016.OF,110001.OF,121002.OF,161605.OF,180001.OF,202002.OF,270001.OF,373010.OF,519654.OF,519732.OF,960002.OF
2006/2/24,,,1.2338,,,1.2601,1.2115,1.4004,,,1.3699,1.1434,1.4711,1.0958,1.2285,1.3894,,1.3811,,,,
2006/3/3,,,1.2509,,,1.2725,1.2273,1.3823,,,1.3765,1.1505,1.4942,1.1039,1.2373,1.4073,,1.3995,,,,
2006/3/10,,,1.2327,,,1.2397,1.2147,1.3642,,,1.3321,1.1281,1.4625,1.0825,1.2098,1.3812,,1.372,,,,
2006/3/17,,,1.2668,,,1.2623,1.2398,1.3835,,,1.3595,1.1418,1.4905,1.107,1.2296,1.4056,,1.4078,,,,
2006/3/24,,,1.3044,,,1.2963,1.2678,1.3936,,,1.3824,1.1552,1.5271,1.1508,1.2406,1.4275,,1.4392,,,,
2006/3/31,,,1.359,,,1.3315,1.3155,1.4106,,,1.4303,1.1661,1.5673,1.1998,1.2957,1.4946,,1.5195,,,,
2006/4/7,,,1.4229,,,1.3813,1.3871,1.4412,,,1.483,1.201,1.6172,1.2416,1.3718,1.5659,,1.5956,,,,
2006/4/14,,,1.4299,,,1.4017,1.4012,1.4628,,,1.4739,1.2117,1.605,1.2343,1.3733,1.545,,1.591,,,,
2006/4/21,,,1.498,,,1.4788,1.4663,1.465,,,1.5572,1.2491,1.6744,1.2824,1.3848,1.6029,,1.7003,,,,
2006/4/28,,,1.5812,,,1.5513,1.54,1.5169,,,1.634,1.2878,1.7572,1.3428,1.4364,1.6828,,1.7805,,,,
2006/5/5,,,1.5812,,,1.5513,1.54,1.5169,,,1.634,1.2878,1.7572,1.3428,1.4364,1.6828,,1.7805,,,,
2006/5/12,,,1.8076,,,1.6408,1.6907,1.6265,,,1.8241,1.3807,1.8546,1.4446,1.5373,1.8179,,1.993,,,,
2006/5/19,,,1.8393,,,1.7156,1.7547,1.7173,,,1.84,1.4258,1.9655,1.535,1.5707,1.86,,2.0698,,,,
2006/5/26,,,1.776,,,1.6998,1.7287,1.6513,,,1.804,1.4158,1.9265,1.5079,1.5508,1.8256,,2.0317,,,,
2006/6/2,,,1.8691,,,1.7904,1.7829,1.7538,,,1.8946,1.4696,2.0397,1.5859,1.5967,1.9146,,2.1206,,,,
2006/6/9,,,1.7666,,,1.6718,1.6875,1.6843,,,1.7545,1.3727,1.9423,1.5439,1.5595,1.822,,2.0283,,,,
2006/6/16,,,1.8591,,,1.713,1.7385,1.7149,,,1.816,1.3968,1.9959,1.5882,1.5682,1.8848,,2.0994,,,,
2006/6/23,,,1.8725,,,1.7384,1.7588,1.722,,,1.8821,1.4263,2.0013,1.6231,1.5868,1.9116,,2.1133,,,,
2006/6/30,,,1.9441,,,1.7614,1.8192,1.7514,,,1.9364,1.4696,2.0264,1.6311,1.6413,1.9499,,2.1643,1.0417,,,
2006/7/7,,,1.9537,,,1.7686,1.8584,1.7526,1.017,,1.9776,1.5033,2.0163,1.6321,1.6227,1.9562,,2.1819,1.0577,,,
2006/7/14,,,1.8908,,,1.7335,1.8013,1.7503,1.003,,1.9494,1.4606,1.9699,1.5604,1.5868,1.8992,,2.1309,1.0364,,,
2006/7/21,,,1.8734,,,1.736,1.7913,1.7279,1.004,,1.9301,1.4631,1.9737,1.535,1.5731,1.8964,,2.1045,1.0361,,,
2006/7/28,,,1.8512,,,1.7263,1.779,1.7149,0.998,,1.9393,1.4493,1.9511,1.5176,1.5471,1.8749,,2.0894,1.0268,,,
2006/8/4,,,1.7511,,,1.6161,1.6704,1.5935,0.968,,1.8175,1.3691,1.8242,1.432,1.4864,1.7725,,1.9776,0.9943,,,
2006/8/11,,,1.7733,,,1.6645,1.7062,1.6277,0.982,,1.8608,1.3996,1.8682,1.4567,1.5199,1.8018,,2.0169,1.005,,,
2006/8/18,,,1.7497,,,1.6597,1.7051,1.6383,0.981,,1.8469,1.4064,1.8544,1.4349,1.5211,1.7922,,2.0057,1.0011,,,
2006/8/25,,,1.7872,,,1.7009,1.7521,1.6654,0.99,,1.8834,1.4521,1.8971,1.4751,1.5261,1.8254,1.0293,2.067,1.0101,,,
2006/9/1,,,1.8484,1.001,,1.7299,1.77,1.696,0.998,,1.9171,1.4615,1.9335,1.4873,1.5484,1.8595,1.033,2.1193,1.0178,,,
2006/9/8,,,1.8442,1.004,,1.7396,1.7767,1.709,1.006,,1.929,1.4905,1.9335,1.4903,1.5384,1.8783,1.0387,2.1237,1.0249,,,
2006/9/15,,,1.8581,1.015,,1.7614,1.8013,1.762,1.011,,1.9356,1.4899,1.9649,1.5015,1.5744,1.8901,1.0459,2.1507,1.0356,,,
2006/9/22,,,1.9193,1.028,,1.7965,1.8282,1.775,1.021,,1.9604,1.5102,2.0025,1.555,1.5694,1.94,1.0572,2.233,1.049,,,
2006/9/29,,,1.9443,1.037,,1.8328,1.8707,1.8021,1.032,,1.9678,1.5197,2.0201,1.6128,1.6078,1.9807,1.072,2.2666,1.0643,,,
2006/10/6,,,1.9443,1.037,,1.8328,1.8707,1.8021,1.032,,1.9678,1.5197,2.0201,1.6126,1.6078,1.9807,1.072,2.2665,1.0643,,,
2006/10/13,,,1.9207,1.037,,1.8485,1.8785,1.7974,1.041,,1.9736,1.5446,2.0126,1.5986,1.6648,1.9808,1.0649,2.2442,1.0733,,,
2006/10/20,,,1.9151,1.046,,1.8522,1.8841,1.8269,1.053,1.009,2.0189,1.556,2.0226,1.5936,1.6834,1.9947,1.0712,2.2421,1.078,,,
2006/10/27,,,1.9068,1.045,,1.8679,1.9009,1.8363,1.052,1.02,2,1.5488,2.0515,1.6123,1.6759,2.0088,1.0801,2.2444,1.0846,,,
2006/11/3,,,1.9003,1.051,,1.8788,1.9255,1.9212,1.067,1.063,2.04,1.5469,2.0553,1.6106,1.7317,2.0064,1.0981,2.2534,1.0979,,,
2006/11/10,,,1.8976,1.059,,1.8715,1.9143,1.9235,1.086,1.071,2.0326,1.5309,2.0866,1.6214,1.7267,2.0158,1.1028,2.2588,1.0946,,,
2006/11/17,,,1.983,1.098,,1.9442,1.977,1.9978,1.11,1.114,2.1168,1.5408,2.1813,1.7011,1.7726,2.0887,1.1416,2.3378,1.1276,,,
2006/11/24,,,2.0162,1.123,,2.0168,2.0632,2.0426,1.139,1.153,2.1688,1.5825,2.2657,1.7364,1.7961,2.1481,1.1843,2.4379,1.1663,,,
2006/12/1,,,2.1646,1.194,,2.1282,2.2176,2.1675,1.183,1.201,2.3033,1.686,2.3284,1.8438,1.9039,2.2648,1.2434,2.632,1.2258,,,
2006/12/8,,,2.1044,1.171,,2.0955,2.1661,2.151,1.172,1.191,2.2519,1.6717,2.299,1.8321,1.8816,2.1952,1.233,2.5344,1.2039,,,
2006/12/15,,,2.2737,1.279,,2.2807,2.3616,2.3714,1.251,1.292,2.4262,1.7817,2.3335,2.0007,1.9769,2.3193,1.3399,2.7439,1.2961,,,
2006/12/22,,,2.3205,1.302,,2.3231,2.4365,2.3643,1.261,1.288,2.4784,1.7871,2.368,2.0603,1.9584,2.3204,1.3382,2.7629,1.3135,,,
2006/12/29,,,2.4515,1.392,,2.4345,2.5401,2.5423,1.323,1.377,2.6012,1.8509,2.4507,2.1986,2.0798,2.438,1.4208,2.8507,1.3858,,,
2007/1/5,,,2.4381,1.372,,2.4187,2.5709,2.6354,1.343,1.393,2.6446,1.8419,2.4576,2.1819,2.1603,2.4454,1.4215,2.8482,1.4121,,,
2007/1/12,,,2.528,1.4409,,2.5797,2.7251,2.7262,1.411,1.437,2.8262,1.8961,2.5381,2.2739,2.2383,2.5399,1.5128,3.0061,1.4616,,,
2007/1/19,,,2.7663,1.5915,,2.8618,2.9807,2.9053,1.497,1.5416,3.0477,2.0899,2.7059,2.4305,2.3424,2.7135,1.6152,3.264,1.5834,,,
2007/1/26,,,2.8096,1.6087,,2.8836,3.0534,2.9265,1.544,1.567,3.0104,2.1179,2.7841,2.4984,2.354,2.7853,1.6829,3.3368,1.6132,,,
2007/2/2,,,2.6408,1.5091,,2.771,2.8859,2.6719,1.42,1.4483,2.8457,2.0378,2.6209,2.2792,2.2215,2.5935,1.5915,3.1299,1.4868,,,
2007/2/9,,,2.6676,1.4934,,2.8606,2.9234,2.7969,1.476,1.4978,2.9618,2.1121,2.7013,2.3427,2.254,2.6433,1.6259,3.1818,1.5476,,,
2007/2/16,,,2.8631,1.6123,,3.0579,3.1745,3.1269,1.622,1.6405,3.2178,2.2388,2.8738,2.5596,2.3843,2.8988,1.8134,3.437,1.6672,,,
2007/2/23,,,2.8631,1.6123,,3.0579,3.1745,3.1269,1.622,1.6405,3.2178,2.2388,2.8738,2.5596,2.3843,2.8988,1.8134,3.437,1.6672,,,
2007/3/2,,,2.6505,1.481,,2.8497,2.952,2.9654,1.54,1.5303,2.9852,2.0671,2.6898,2.3624,2.2517,2.7076,1.7002,3.2484,1.5541,,,
2007/3/9,,,2.7717,1.5568,,2.9066,3.0556,3.0583,1.59,1.5741,3.0996,2.1503,2.7703,2.4492,2.3145,2.8093,1.7821,3.3497,1.6014,,,
2007/3/16,,,2.7647,1.569,,2.8969,3.0512,3.0134,1.579,1.5543,3.1005,2.1554,2.7634,2.4394,2.2889,2.7845,1.7485,3.3459,1.5952,,,
2007/3/23,,,2.7873,1.5739,,2.9344,3.1217,3.0972,1.606,1.5924,3.1532,2.2022,2.8186,2.4998,2.3587,2.8202,1.7737,3.4388,1.6158,,,
2007/3/30,,,2.8183,1.5825,,2.9199,3.1349,3.1421,1.614,1.6221,3.207,2.2022,2.8416,2.5063,2.3936,2.87,1.8259,3.4575,1.6275,,,
2007/4/6,,,2.944,1.6472,,3.0676,3.2671,3.3246,1.707,1.7252,3.3948,2.2955,2.9749,2.6329,2.4983,2.9972,2.0456,3.6475,1.7235,,,
2007/4/13,,,3.0739,1.7401,,3.2419,3.4213,3.4742,1.763,1.8086,3.602,2.3501,3.1083,2.7474,2.6099,3.1418,2.1523,3.8027,1.8337,,,
2007/4/20,,,3.2157,1.7857,,3.4114,3.4851,3.5281,1.79,1.8242,3.674,2.3615,3.1979,2.8193,2.6541,3.1786,2.1523,3.8791,1.8885,,,
2007/4/27,,,3.2997,1.82,,3.4162,3.5975,3.6478,1.859,1.8708,3.7863,2.3641,3.2715,2.8814,2.7611,3.2272,2.2014,3.9165,1.9454,,,
2007/5/4,,,3.4636,1.9038,,3.478,3.6195,3.7017,1.958,1.899,3.8671,2.3657,3.3152,2.9133,2.8239,3.2838,2.2432,4.0408,1.9608,,,
2007/5/11,,,3.5245,1.9368,,3.5736,3.7121,3.8243,1.969,1.9457,3.942,2.3776,3.3795,2.9757,2.8867,3.3528,2.2341,4.1156,2.0169,,,
2007/5/18,,,3.664,2.0387,,3.6692,3.831,3.8752,2.006,1.9824,4.1313,2.3885,3.5014,3.0752,2.9635,3.4406,2.2539,4.274,2.0539,,,
2007/5/25,,,3.8412,2.1228,,3.8097,3.9368,3.977,2.0727,2.0573,4.2767,2.4112,3.6048,3.1776,3.0868,3.5991,2.3013,4.4762,2.1248,,,
2007/6/1,,,3.8562,2.1292,,3.8508,3.972,4.0099,2.0624,2.0502,4.2082,2.4176,3.5244,3.1812,3.0263,3.5842,2.2777,4.3958,2.1223,,,
2007/6/8,,,4.0657,2.1999,,3.9465,4.0206,4.0877,2.0913,2.0841,4.2775,2.442,3.5681,3.2429,3.0775,3.7266,2.2906,4.5586,2.1675,,,
2007/6/15,,,4.2558,2.3082,,4.1159,4.2758,4.2223,2.168,2.1845,4.4821,2.5611,3.7405,3.4556,3.1519,3.8559,2.3895,4.8939,2.2674,,,
2007/6/22,,,4.2069,2.3126,,4.0893,4.1828,4.351,2.1762,2.1887,4.4826,2.5483,3.7221,3.4693,3.1915,3.8076,2.3837,4.9268,2.2934,,,
2007/6/29,,,4.3097,2.2063,,3.984,4.0445,4.2134,2.1017,2.094,4.2076,2.4924,3.6094,3.345,3.0193,3.6913,2.3272,4.759,2.1959,,,
2007/7/6,,,4.243,2.175,,3.9101,3.9594,4.1625,2.0831,2.0545,4.1737,2.4491,3.5635,3.3007,3.01,3.6719,2.3036,4.6649,2.1832,,,
2007/7/13,,,4.292,2.2051,,4.0336,3.9913,4.348,2.1369,2.1195,4.2653,2.4936,3.6255,3.3505,3.0821,3.7491,2.3693,4.7373,2.2344,,,
2007/7/20,,,4.4021,2.284,,4.2745,4.1136,4.5874,2.2218,2.2396,4.4516,2.5388,3.7681,3.4899,3.2496,3.8911,2.4658,4.9873,2.2901,,,
2007/7/27,,,4.5877,2.4081,,4.53,4.2865,4.749,2.2922,2.3554,4.6784,2.6425,3.9428,3.6537,3.4473,4.0958,2.6303,5.2502,2.4343,,,
2007/8/3,,,4.795,2.5453,,4.8435,4.4301,5.1081,2.3978,2.5236,4.9625,2.7626,4.1957,3.8086,3.7823,4.3192,2.8207,5.5793,2.5672,,,
2007/8/10,,,4.9098,2.5792,,4.8713,4.4593,5.3056,2.462,2.6296,4.997,2.7829,4.29,3.8547,3.9032,4.3925,2.856,5.6165,2.5776,,,
2007/8/17,,,4.8592,2.5359,,4.7309,4.4407,5.2128,2.4144,2.5533,4.9502,2.7062,4.2164,3.8063,3.7846,4.309,2.7973,5.479,2.5552,,,
2007/8/24,,,5.15,2.8132,,5.1498,4.8635,5.3645,2.58,2.7539,5.5043,2.9582,4.5796,4.1213,4.1963,4.7505,3.0759,6.004,2.7738,,,
2007/8/31,,,5.1772,2.8132,,5.1219,4.914,5.4073,2.6069,2.7751,5.5248,2.9878,4.6279,4.1671,4.2568,4.8002,3.0664,6.06,2.8012,,,
2007/9/7,,,5.2045,2.8536,,5.134,5.0018,5.4448,2.6152,2.8034,5.4306,3.0346,4.6118,4.2329,4.2103,4.828,3.0632,6.0745,2.8361,,,
2007/9/14,,,5.3055,2.9824,,5.1849,5.0098,5.4662,2.6504,2.857,5.5368,3.0827,4.6647,4.2791,4.3848,5.0102,3.0778,6.1043,2.9006,,,
2007/9/21,,,5.3366,2.9982,,5.226,5.0581,5.5198,2.6711,2.8754,5.5523,3.1488,4.6026,4.2919,4.4569,4.9989,3.0832,6.1154,2.9637,,,
2007/9/28,,,5.3599,3.0479,,5.3229,5.0903,5.5679,2.7436,2.9214,5.6658,3.1919,4.6923,4.3705,4.5453,5.0824,3.1837,6.2836,2.9962,,,
2007/10/5,,,5.3599,3.0479,,5.3217,5.0903,5.5679,2.7415,2.9214,5.6653,3.1919,4.6923,4.3701,4.5453,5.0821,3.1839,6.2833,2.9961,,,
2007/10/12,,,5.5698,3.0904,,5.3374,5.1731,5.7125,2.8119,3.0307,5.904,3.2908,4.8716,4.489,4.6872,5.2315,3.298,6.331,3.0527,,,
2007/10/19,,,5.4532,3.0199,,5.2926,5.1317,5.6322,2.7726,3.0134,5.8232,3.2061,4.7842,4.4043,4.6011,5.1469,3.1784,6.1556,3.0138,,,
2007/10/26,,,5.3444,2.9248,,5.2023,4.9892,5.5626,2.7581,2.9876,5.8379,3.0872,4.6854,4.3043,4.6546,5.0712,3.1631,6.0562,2.9175,,,
2007/11/2,,,5.3988,2.9027,,5.2127,5.0121,5.6482,2.8099,3.0479,5.8091,3.1123,4.6647,4.2727,4.6988,5.0793,3.158,6.065,2.8992,,,
2007/11/9,,,5.1967,2.7846,,5.145,4.9386,5.3538,2.6711,2.8467,5.6417,2.9717,4.4555,4.07,4.3755,4.8115,3.0177,5.8195,2.774,,,
2007/11/16,,,5.1578,2.78,,5.119,4.9432,5.3484,2.6463,2.8553,5.5947,2.9035,4.421,4.0277,4.3452,4.7209,2.9807,5.758,2.7647,,,
2007/11/23,,,5.1189,2.7453,,5.0098,4.8926,5.2306,2.5552,2.7316,5.5054,2.858,4.3474,3.9717,4.1498,4.5807,2.89,5.7358,2.7217,,,
2007/11/30,,,5.0606,2.7078,,4.9526,4.8466,5.1825,2.4993,2.677,5.4096,2.804,4.2785,3.9093,4.1196,4.5257,2.8602,5.6406,2.6703,,,
2007/12/7,,,5.255,2.8251,,5.1138,5.0351,5.3966,2.6028,2.8064,5.7034,2.9324,4.4992,4.0687,4.3499,4.7022,3.0162,5.8922,2.7817,,,
2007/12/14,,,5.2122,2.7916,,5.0306,5.0305,5.327,2.5469,2.7431,5.5794,2.8791,4.4739,4.0499,4.2033,4.6797,2.9374,5.8922,2.8143,,,
2007/12/21,,,5.2939,2.8514,,5.041,5.1271,5.3966,2.5676,2.7748,5.6664,2.9352,4.5359,4.1423,4.2149,4.7399,2.9754,5.9621,2.863,,,
2007/12/28,,,5.4454,2.9735,,5.1867,5.2834,5.5519,2.6194,2.8495,5.8638,3.0046,4.7061,4.291,4.408,4.921,3.094,6.1862,2.9908,,,
2008/1/4,,,5.4999,3.0118,,5.2699,5.4214,5.6375,2.6649,2.8869,5.939,3.0619,4.7423,4.3684,4.4545,4.9781,3.1065,6.3112,3.0604,,,
2008/1/11,,,5.6864,3.1315,,5.4312,5.6023,5.7874,2.696,2.9329,6.2133,3.2084,4.9214,4.4885,4.6802,5.1148,3.2608,6.5057,3.1289,,,
2008/1/18,,,5.5426,3.012,,5.2335,5.4737,5.5894,2.6256,2.8265,5.9478,3.0853,4.7496,4.3368,4.4196,4.9344,3.1325,6.2993,3.0601,,,
2008/1/25,,,5.4688,2.918,,5.1659,5.3548,5.402,2.5779,2.7288,5.7498,3.014,4.6577,4.2064,4.2056,4.7738,3.0509,6.1571,3.1007,,,
2008/2/1,,,5.1695,2.7325,,4.8693,5.0739,5.0433,2.4537,2.539,5.3292,2.8322,4.4278,3.9157,3.9474,4.4559,2.8137,5.7821,2.8668,,,
2008/2/8,,,5.3677,2.8611,,5.0878,5.2929,5.2735,2.5365,2.6741,5.6135,2.9506,4.602,4.1196,4.1266,4.6723,2.9563,6.0524,3.006,,,
2008/2/15,,,5.3055,2.8216,,5.015,5.2358,5.1664,2.5158,2.6368,5.4837,2.9234,4.5391,4.041,4.0312,4.5997,2.9102,5.935,2.9656,,,
2008/2/22,,,5.2628,2.7869,,4.963,5.2024,5.0058,2.5013,2.5965,5.3944,2.8822,4.5222,3.9909,3.9521,4.5483,2.8256,5.8375,2.9673,,,
2008/2/29,,,5.2355,2.7919,,4.9109,5.1834,4.9576,2.4641,2.5677,5.3591,2.8365,4.5149,3.9328,3.9498,4.4478,2.7822,5.8004,2.9629,,,
2008/3/7,,,5.2122,2.7597,,4.8953,5.1596,4.9041,2.4537,2.5332,5.2775,2.7969,4.4351,3.9097,3.9358,4.3992,2.7607,5.8111,2.9372,,,
2008/3/14,,,4.9635,2.5842,,4.5312,4.8359,4.4918,2.3419,2.3607,4.8386,2.6203,4.1447,3.5964,3.5683,4.0715,2.5499,5.409,2.722,,,
2008/3/21,,,4.9674,2.5619,,4.5364,4.7693,4.4651,2.3274,2.3176,4.7722,2.5504,4.1012,3.578,3.4752,3.9993,2.4587,5.2874,2.6543,,,
2008/3/28,,,4.9712,2.5446,,4.5104,4.6598,4.4383,2.3005,2.2572,4.7217,2.5147,4.0213,3.5263,3.4357,3.9242,2.4345,5.2228,2.5866,,,
2008/4/4,,,4.8041,2.4482,,4.2398,4.4123,4.2241,2.2549,2.1853,4.4926,2.4292,3.8519,3.3553,3.2868,3.7727,2.3204,4.9762,2.4345,,,
2008/4/11,,,4.9168,2.5273,,4.3283,4.498,4.3259,2.286,2.2342,4.63,2.4806,3.927,3.4741,3.3426,3.8298,2.3688,5.0794,2.5061,,,
2008/4/18,,,4.6331,2.3344,,3.9173,4.1124,3.9457,2.2301,2.1192,4.1918,2.2985,3.6221,3.2168,3.0612,3.5546,2.3053,4.6085,2.2714,,,
2008/4/25,,,4.918,2.463,,4.1722,4.4742,4.2777,2.2922,2.2572,4.6741,2.4706,3.8882,3.5382,3.2566,3.8545,2.3839,5.0584,2.4738,,,
2008/5/2,,,5.0064,2.5026,,4.2242,4.5694,4.3633,2.3088,2.3176,4.7793,2.5128,3.9867,3.6143,3.3636,3.9577,2.4158,5.1345,2.5486,,,
2008/5/9,,,5.0064,2.51,,4.193,4.5837,4.374,2.3067,2.3176,4.677,2.5308,3.923,3.6207,3.2589,3.926,2.4043,5.0932,2.5543,,,
2008/5/16,,,5.0466,2.5298,,4.2398,4.5932,4.3794,2.3212,2.3205,4.7652,2.5514,3.9744,3.6588,3.3008,3.9362,2.4313,5.2014,2.5966,,,
2008/5/23,,,4.9422,2.4729,,4.0734,4.4218,4.2456,2.286,2.2601,4.5114,2.4387,3.8078,3.5361,3.1333,3.8164,2.3074,4.9529,2.4966,,,
2008/5/30,,,4.906,2.4531,,3.9849,4.3552,4.176,2.2736,2.2112,4.4479,2.3908,3.7809,3.4925,3.0984,3.7421,2.2915,4.8206,2.4635,,,
2008/6/6,,,4.8377,2.416,,3.9121,4.26,4.0582,2.257,2.1393,4.348,2.3463,3.7294,3.4339,3.01,3.6726,2.2226,4.7323,2.3991,,,
2008/6/13,,,4.6287,2.3047,,3.6104,3.9887,3.7423,2.1535,1.9697,3.9051,2.1583,3.4795,3.1505,2.7332,3.4218,2.0082,4.2468,2.1911,,,
2008/6/20,,,4.5524,2.2577,,3.5271,3.9078,3.6352,2.139,1.9064,3.7911,2.0951,3.4207,3.0342,2.6657,3.3686,1.9782,4.1015,2.1172,,,
2008/6/27,,,4.5604,2.2627,,3.5219,3.9125,3.6299,2.1452,1.9006,3.7682,2.0963,3.3864,3.0556,2.6471,3.359,1.9576,4.1038,2.1065,,,
2008/7/4,,,4.5363,2.2528,,3.4751,3.8792,3.5603,2.141,1.8719,3.7206,2.0584,3.3521,3.0629,2.6076,3.3301,1.9442,4.0201,2.1011,,,
2008/7/11,,,4.6488,2.3146,,3.5844,4.0173,3.7102,2.1762,1.9352,3.9374,2.1661,3.4721,3.2052,2.7286,3.4249,2.0163,4.2369,2.1932,,,
2008/7/18,,,4.5966,2.285,,3.5427,3.9649,3.5924,2.1514,1.8891,3.7799,2.1188,3.406,3.0975,2.6564,3.3661,1.985,4.0645,2.1414,,,
2008/7/25,,,4.6609,2.3196,,3.5896,4.0696,3.6673,2.1804,1.915,3.9162,2.1486,3.4868,3.1911,2.7379,3.432,2.0377,4.1879,2.1857,,,
2008/8/1,,,4.6127,2.2924,,3.5219,3.9792,3.5763,2.168,1.8633,3.8152,2.1088,3.4354,3.1133,2.6937,3.3967,1.9882,4.1004,2.1457,,,
2008/8/8,,,4.4801,2.2157,,3.3607,3.7793,3.4211,2.1224,1.777,3.5937,2.0004,3.3202,2.9419,2.568,3.2699,1.8643,3.8198,2.0616,,,
2008/8/15,,,4.4439,2.1984,,3.293,3.6888,3.3568,2.1058,1.7367,3.5003,1.9791,3.2467,2.8868,2.5122,3.2315,1.7825,3.7487,2,,,
2008/8/22,,,4.4118,2.1811,,3.2566,3.646,3.2872,2.0955,1.7137,3.4339,1.935,3.2418,2.8423,2.4797,3.1652,1.7604,3.7097,1.968,,,
2008/8/29,,,4.3796,2.1687,,3.2254,3.6032,3.239,2.081,1.6994,3.3734,1.9158,3.2393,2.7855,2.4448,3.0983,1.781,3.6879,1.9398,,,
2008/9/5,,,4.2028,2.0748,,3.0485,3.427,3.0838,2.0416,1.6246,3.1355,1.8204,3.1315,2.6606,2.3122,2.95,1.6488,3.4375,1.8431,,,
2008/9/12,,,4.1064,2.0253,,2.9757,3.3414,3.0142,2.0292,1.5987,3.0409,1.778,3.0678,2.5854,2.2657,2.895,1.611,3.3033,1.8051,,,
2008/9/19,,,4.1144,2.0377,,2.9913,3.4175,2.9767,1.9899,1.5125,3.0632,1.7832,3.0801,2.6559,2.2773,2.8583,1.5536,3.3786,1.8369,,,
2008/9/26,,,4.2109,2.0871,,3.0901,3.5365,3.1427,2.052,1.639,3.2018,1.8304,3.1781,2.7666,2.3308,2.9218,1.6375,3.5044,1.8651,,,
2008/10/3,,,4.2109,2.0871,,3.0901,3.5318,3.1427,2.052,1.639,3.2013,1.8304,3.1781,2.7666,2.3308,2.9218,1.6373,3.504,1.8649,,,
2008/10/10,,,3.9979,1.9808,,2.7936,3.1795,2.8482,1.9526,1.4981,2.9081,1.6999,3.0286,2.582,2.1889,2.71,1.463,3.1531,1.7482,,,
